Limit 1 b KM,Limit 1 b KMD,Limit 1 b distances,,Limit 1 y KM,Limit 1 y KMD,Limit 1 y distances,,Limit 2 b KM,Limit 2 b KMD,Limit 2 b distances,,Limit 2 y KM,Limit 2 y KMD,Limit 2 y distances
1920.146,-0.146,0.0151,,,,,,1838.1764,-0.1764,0.0558,,,,
1924.118,-0.118,0.0133,,,,,,1843.144,-0.144,0.0231,,,,
1927.0975,-0.0975,0.034,,,,,,1854.0912,-0.0912,0.0306,,,,
1927.099,-0.099,0.0325,,,,,,1847.1735,-0.1735,0.0519,,,,
1920.1657,-0.1657,0.0346,,,,,,1846.1897,-0.1897,0.0681,,,,
1926.1354,-0.1354,0.0037,,,,,,1854.1321,-0.1321,0.0099,,,,
1924.1581,-0.1581,0.0265,,,,,,1855.1242,-0.1242,0.0019,,,,
1933.1074,-0.1074,0.0249,,,,,,1850.186,-0.186,0.0638,,,,
1933.1438,-0.1438,0.0111,,,,,,1863.0904,-0.0904,0.0326,,,,
1934.1379,-0.1379,0.0052,,,,,,1857.155,-0.155,0.0322,,,,
1937.1328,-0.1328,0.0003,,,,,,1865.1046,-0.1046,0.0188,,,,
1938.1322,-0.1322,0.0011,,,,,,1861.1472,-0.1472,0.0239,,,,
1944.0985,-0.0985,0.0352,,,,,,1863.1663,-0.1663,0.0426,,,,
1945.1037,-0.1037,0.0302,,,,,,1875.0865,-0.0865,0.038,,,,
1944.12,-0.12,0.0139,,,,,,1873.1067,-0.1067,0.0177,,,,
1938.1682,-0.1682,0.0346,,,,,,1877.1012,-0.1012,0.0238,,,,
1950.0923,-0.0923,0.0422,,,,,,1872.1451,-0.1451,0.0204,,,,
1948.1129,-0.1129,0.0215,,,,,,1880.0989,-0.0989,0.0264,,,,
1944.1563,-0.1563,0.0221,,,,,,1881.0964,-0.0964,0.0291,,,,
1951.1115,-0.1115,0.0232,,,,,,1873.1614,-0.1614,0.0365,,,,
1952.1062,-0.1062,0.0287,,,,,,1879.1154,-0.1154,0.01,,,,
1950.1308,-0.1308,0.004,,,,,,1875.1575,-0.1575,0.0323,,,,
1948.1501,-0.1501,0.0155,,,,,,1882.1192,-0.1192,0.0066,,,,
1953.1219,-0.1219,0.0132,,,,,,1884.1045,-0.1045,0.0214,,,,
1952.1438,-0.1438,0.0087,,,,,,1881.1297,-0.1297,0.0039,,,,
1950.162,-0.162,0.027,,,,,,1879.1515,-0.1515,0.0259,,,,
1951.1586,-0.1586,0.0234,,,,,,1886.119,-0.119,0.0073,,,,
1957.1295,-0.1295,0.0062,,,,,,1892.0913,-0.0913,0.0356,,,,
1955.1534,-0.1534,0.0178,,,,,,1893.0904,-0.0904,0.0366,,,,
1962.1131,-0.1131,0.0231,,,,,,1879.2065,-0.2065,0.0803,,,,
1960.1464,-0.1464,0.0101,,,,,,1889.1328,-0.1328,0.006,,,,
1963.1464,-0.1464,0.0098,,,,,,1892.1289,-0.1289,0.0017,,,,
1973.0893,-0.0893,0.0482,,,,,,1893.126,-0.126,0.0013,,,,
1970.1457,-0.1457,0.0082,,,,,,1889.1687,-0.1687,0.0415,,,,
1974.1196,-0.1196,0.0182,,,,,,1896.1193,-0.1193,0.0083,,,,
1972.142,-0.142,0.0042,,,,,,1897.1205,-0.1205,0.0073,,,,
1978.1141,-0.1141,0.0242,,,,,,1893.1624,-0.1624,0.0348,,,,
1978.1503,-0.1503,0.0117,,,,,,1892.1795,-0.1795,0.0519,,,,
1983.1386,-0.1386,0.0006,,,,,,1896.1541,-0.1541,0.0261,,,,
1990.11,-0.11,0.0298,,,,,,1902.1071,-0.1071,0.0212,,,,
1986.1528,-0.1528,0.0131,,,,,,1905.085,-0.085,0.0435,,,,
2004.1209,-0.1209,0.0208,,,,,,1900.1298,-0.1298,0.0016,,,,
2006.1359,-0.1359,0.0062,,,,,,1906.104,-0.104,0.0248,,,,
2055.1483,-0.1483,0.0004,,,,,,1901.1457,-0.1457,0.0172,,,,
2055.1487,-0.1487,0,,,,,,1907.1001,-0.1001,0.0288,,,,
,,,,,,,,1902.1414,-0.1414,0.0128,,,,
,,,,,,,,1907.1371,-0.1371,0.0079,,,,
,,,,,,,,1906.1544,-0.1544,0.0252,,,,
,,,,,,,,1914.1404,-0.1404,0.0102,,,,
,,,,,,,,1915.1432,-0.1432,0.0129,,,,
,,,,,,,,1910.1833,-0.1833,0.0533,,,,
,,,,,,,,1923.0904,-0.0904,0.0405,,,,
,,,,,,,,1921.1109,-0.1109,0.0199,,,,
,,,,,,,,1922.1058,-0.1058,0.0251,,,,
,,,,,,,,1925.1033,-0.1033,0.0279,,,,
,,,,,,,,1920.146,-0.146,0.0151,,,,
,,,,,,,,1924.118,-0.118,0.0133,,,,
,,,,,,,,1927.0975,-0.0975,0.034,,,,
,,,,,,,,1927.099,-0.099,0.0325,,,,
,,,,,,,,1920.1657,-0.1657,0.0346,,,,
,,,,,,,,1926.1354,-0.1354,0.0037,,,,
,,,,,,,,1924.1581,-0.1581,0.0265,,,,
,,,,,,,,1933.1074,-0.1074,0.0249,,,,
,,,,,,,,1933.1438,-0.1438,0.0111,,,,
,,,,,,,,1934.1379,-0.1379,0.0052,,,,
,,,,,,,,1937.1328,-0.1328,0.0003,,,,
,,,,,,,,1938.1322,-0.1322,0.0011,,,,
,,,,,,,,1944.0985,-0.0985,0.0352,,,,
,,,,,,,,1945.1037,-0.1037,0.0302,,,,
,,,,,,,,1944.12,-0.12,0.0139,,,,
,,,,,,,,1938.1682,-0.1682,0.0346,,,,
,,,,,,,,1950.0923,-0.0923,0.0422,,,,
,,,,,,,,1948.1129,-0.1129,0.0215,,,,
,,,,,,,,1944.1563,-0.1563,0.0221,,,,
,,,,,,,,1951.1115,-0.1115,0.0232,,,,
,,,,,,,,1952.1062,-0.1062,0.0287,,,,
,,,,,,,,1950.1308,-0.1308,0.004,,,,
,,,,,,,,1948.1501,-0.1501,0.0155,,,,
,,,,,,,,1953.1219,-0.1219,0.0132,,,,
,,,,,,,,1952.1438,-0.1438,0.0087,,,,
,,,,,,,,1950.162,-0.162,0.027,,,,
,,,,,,,,1951.1586,-0.1586,0.0234,,,,
,,,,,,,,1957.1295,-0.1295,0.0062,,,,
,,,,,,,,1955.1534,-0.1534,0.0178,,,,
,,,,,,,,1962.1131,-0.1131,0.0231,,,,
,,,,,,,,1960.1464,-0.1464,0.0101,,,,
,,,,,,,,1963.1464,-0.1464,0.0098,,,,
,,,,,,,,1973.0893,-0.0893,0.0482,,,,
,,,,,,,,1970.1457,-0.1457,0.0082,,,,
,,,,,,,,1974.1196,-0.1196,0.0182,,,,
,,,,,,,,1972.142,-0.142,0.0042,,,,
,,,,,,,,1978.1141,-0.1141,0.0242,,,,
,,,,,,,,1978.1503,-0.1503,0.0117,,,,
,,,,,,,,1983.1386,-0.1386,0.0006,,,,
,,,,,,,,1990.11,-0.11,0.0298,,,,
,,,,,,,,1986.1528,-0.1528,0.0131,,,,
,,,,,,,,2004.1209,-0.1209,0.0208,,,,
,,,,,,,,2006.1359,-0.1359,0.0062,,,,
,,,,,,,,2055.1483,-0.1483,0.0004,,,,
,,,,,,,,2055.1487,-0.1487,0,,,,
